,Market_Balanced_Benchmark,Market_Balanced_MeanVariance,Market_Balanced_MaxSharpe
2024-12-23,0.6135400900918828,0.6185550908412314,0.48693638958318564
2024-12-24,0.6127543449189894,0.6179132477866851,0.4860411595815786
2024-12-27,0.6108301421414465,0.6164346242962192,0.4849506552837874
2024-12-30,0.6081810056858644,0.6147809460214957,0.48220304266535496
2024-12-31,0.6081014770572499,0.6153143320100082,0.4817668601579462
2025-01-02,0.6093660062567985,0.6162503093545936,0.4824342594139047
2025-01-03,0.6039279332819152,0.6118135936354938,0.478792500674419
2025-01-06,0.6025280290275837,0.6108345794991642,0.4770673568775084
2025-01-07,0.601812386276991,0.610039652143251,0.47654474079168035
2025-01-08,0.6025692499507971,0.6109699963973331,0.4770148255208091
2025-01-09,0.6019991612288575,0.6102151008924297,0.4763684029846822
2025-01-10,0.5984284160839907,0.6067178068154894,0.47305036312988064
2025-01-13,0.6025722645718466,0.6110777065842251,0.47649830015883476
2025-01-14,0.6045110100448646,0.6135550875244976,0.4781456851205924
2025-01-15,0.6045361010227887,0.6136430842335506,0.4782247698921554
2025-01-16,0.6163313191494293,0.6285567761816426,0.4894827786008369
2025-01-17,0.6131053218447041,0.6263488588154302,0.48484635861462866
2025-01-20,0.6089253249593146,0.6225699861915421,0.481731785372233
2025-01-21,0.610163488650812,0.6234668514702454,0.4833512078544414
2025-01-22,0.6155070780488441,0.6295422420367076,0.48828675118690934
2025-01-23,0.6193713811075897,0.6338579423642967,0.4914128644612277
2025-01-24,0.6181404597496132,0.6327323945673134,0.49026878185996847
2025-01-28,0.6214582264863578,0.6371761181402341,0.4933935705618545
2025-01-29,0.6221812569674743,0.637867462186527,0.494018203385498
2025-01-30,0.6273463564086447,0.6435625512053738,0.49862780954220404
2025-01-31,0.627538402852044,0.6431642447196211,0.49828812846026627
2025-02-03,0.6412844324920115,0.6591687274622057,0.5116807833722327
2025-02-04,0.6444763727735991,0.6631584050127629,0.5165431033815092
2025-02-05,0.6405090899194769,0.6616140432243968,0.5129455580711222
2025-02-06,0.6487291198057266,0.6697949873806762,0.5195471393996913
2025-02-07,0.6462215580236602,0.6678229469690709,0.5176164486248221
2025-02-10,0.6478954880038043,0.6697311907636229,0.5189410099094877
2025-02-11,0.6484931443271754,0.6702564348864265,0.5195127022468367
2025-02-12,0.6481269684483746,0.6700849004291841,0.5190747379052816
2025-02-13,0.6495754614667977,0.6715099489743266,0.5207059221525415
2025-02-14,0.6525841818520703,0.6753219209691081,0.5242916876797211
2025-02-17,0.6468716172598856,0.6700512197159948,0.5197035217481316
2025-02-18,0.646779764663479,0.6697096064769473,0.5186267386474409
2025-02-19,0.6470311993724932,0.6698070796669053,0.5186548608888699
2025-02-20,0.6485424232927306,0.671339984204637,0.5197803986928666
2025-02-21,0.6456682933822363,0.6683476566636799,0.5171533771421833
2025-02-24,0.6452926638943219,0.6676483538826548,0.5167625447829407
2025-02-25,0.6462786077906935,0.6679446867499834,0.5179627304065106
2025-02-26,0.6474264190547724,0.6688862005446846,0.5193469536882356
2025-02-27,0.6486957247835972,0.6700921793410092,0.5207058059114461
2025-02-28,0.6640645785775355,0.6859237016189073,0.5345934821265697
2025-03-03,0.6667037177393936,0.6898411619863796,0.5367924981631297
2025-03-04,0.6638754500444314,0.686567448526593,0.5345818733592387
2025-03-05,0.6612646798803304,0.6823011031200081,0.5334453111228724
2025-03-06,0.6629603825214446,0.6841696572223684,0.5351387807097147
2025-03-07,0.6712126133284201,0.6954150373491383,0.5391211865612766
2025-03-10,0.6677305542958866,0.6921854157676047,0.5366723596040271
2025-03-11,0.6656000567848286,0.690359025198655,0.5344819557652614
2025-03-12,0.6645300640635727,0.6892754402042511,0.5340030298627885
2025-03-13,0.6595960465753087,0.6837698396362942,0.5293517434693505
2025-03-14,0.6558872776788307,0.6783289528141553,0.5260986398443864
2025-03-17,0.6614928812814986,0.6847808169494137,0.5312089790546488
2025-03-18,0.6587453034474628,0.682755323439815,0.5280074618000559
2025-03-19,0.6583198769892779,0.6822746929472413,0.5276207733730841
2025-03-20,0.6581273411808118,0.6820456173327111,0.5277331411320657
2025-03-21,0.6625791868483136,0.6863365706671172,0.5326694273948401
2025-03-24,0.654009465113098,0.677487694803075,0.5245572739798692
2025-03-25,0.6599772473400586,0.6843061450005129,0.52918647650424
2025-03-26,0.6632769589986984,0.6885023266145714,0.5324655848926507
2025-03-27,0.6618354366927699,0.6867839152809829,0.5312415059443811
2025-03-28,0.6608122104206124,0.6859590713113795,0.5300147225086627
2025-03-31,0.6693248879641174,0.6988829999332921,0.5361415683042904
2025-04-01,0.6714954147048786,0.7013584416756523,0.5358936922671521
2025-04-02,0.6709638860833032,0.7012909870474155,0.5367020065386436
2025-04-03,0.6723394142208009,0.7045416326337627,0.5380102956280014
2025-04-04,0.6106233936556406,0.6482403391261381,0.4786579921246169
2025-04-07,0.7743171838016731,0.8347390920500644,0.6580556400170049
2025-04-08,0.7793377453074067,0.8427285944328485,0.6614050952098438
2025-04-09,0.7725556604818526,0.8328900061512324,0.6556067182321408
2025-04-10,0.8575205818226291,0.9426527155684467,0.7396585336543687
2025-04-11,0.8698840462552825,0.9566006704594296,0.7527008200465006
2025-04-14,0.8697512919785213,0.9547940425050967,0.751009744113921
2025-04-15,0.8712698884410484,0.9574033804359321,0.7540007766506052
2025-04-16,0.8723042059389069,0.9581922148895887,0.7551666066145705
2025-04-17,0.8730247230254738,0.9586739421090129,0.7562272360610698
2025-04-22,0.8720869052314049,0.9582418827299768,0.7555224474632884
2025-04-23,0.8768266003910835,0.9676523896580841,0.7600509406670164
2025-04-24,0.8765813466614959,0.9673459514320848,0.7601565017036132
2025-04-28,0.8770558317445061,0.9681746766700499,0.7608414224567485
2025-04-29,0.8778430261177221,0.9694012211925028,0.7618479117002374
2025-04-30,0.8729522498865101,0.9648044171181368,0.7574238516041687
2025-05-01,0.8771672460511059,0.9688959570496494,0.7613767694667896
2025-05-02,0.8637542637345912,0.9531823532841073,0.7481969076193382
2025-05-05,0.8627204954666314,0.9526201343634816,0.7466423583900876
2025-05-06,0.862882820504441,0.9533776316135558,0.7475075756852707
2025-05-07,0.8601529770381944,0.9505303974612619,0.7449088634068854
2025-05-08,0.8587283221296873,0.9490348515252476,0.7441074020898983
2025-05-09,0.8564801366643736,0.9467238826392511,0.741432823670108
2025-05-12,0.8576433370036923,0.9479177766921582,0.7423180086891367
2025-05-13,0.8492381071008314,0.9402904430847324,0.7349571092738588
2025-05-14,0.8508588962746431,0.9421111778421485,0.7367011791900664
2025-05-15,0.8443631298642457,0.936418370476562,0.7311321562585096
2025-05-16,0.844510317659654,0.9365894896256028,0.7313178115267512
2025-05-19,0.8440763793610072,0.9362456473878499,0.7308564159597122
2025-05-20,0.8455990683688461,0.9382431538155385,0.7318883596741033
2025-05-21,0.8448098612395649,0.9373509791532589,0.731098924132446
2025-05-22,0.8435352663084675,0.9366860228332433,0.7296328358741837
2025-05-23,0.8374114541933076,0.9299106148014091,0.7236993996119797
2025-05-26,0.8367032653958547,0.9295835491620243,0.7234960708166062
2025-05-27,0.8372979917425464,0.9302740628045392,0.7241423265336997
2025-05-28,0.8389657865886188,0.9335025337663365,0.7259106437152201
2025-05-29,0.8368395158949851,0.9316354064002813,0.7237334510742048
2025-05-30,0.8372404714250624,0.9329713342659579,0.7245609646905425
2025-06-02,0.833290082725038,0.9284226777975562,0.7209665296188696
2025-06-03,0.836325806323523,0.9317613139956656,0.7240682945278586
2025-06-04,0.8334626098989466,0.9285959731035275,0.7209060922288425
2025-06-05,0.8324577121033967,0.9275126389871928,0.7197117366897626
2025-06-06,0.8349710456455116,0.9300542566905089,0.7213330478007078
2025-06-10,0.8320940502591405,0.9292056177763242,0.7190743350843567
2025-06-11,0.8317286073005907,0.9288957840178087,0.7188287139311909
2025-06-12,0.8305389514350439,0.9276814084293679,0.7176475255359971
2025-06-13,0.8286115415617791,0.9259843431625518,0.7156525976254261
2025-06-16,0.8259163719432601,0.9234629122293863,0.713455099427823
2025-06-17,0.825140223438459,0.9224648235208304,0.7136189667943305
2025-06-18,0.8248587805428437,0.9222306430250216,0.7131930510922072
2025-06-19,0.8209781022860709,0.9186185566927888,0.7098276676436716
2025-06-20,0.8213415782876864,0.9187211658452866,0.7099845668242274
2025-06-23,0.8199519268182108,0.9174742359722439,0.7087811035639403
2025-06-24,0.8186680995975643,0.9167776591541871,0.7078778851920928
2025-06-25,0.8176891121301806,0.9160654728132327,0.7077834377596148
2025-06-26,0.8176728842389158,0.916180914109091,0.7077095905808596
2025-06-27,0.8167897668210431,0.915005204872126,0.7067155454662264
2025-06-30,0.8165052532348269,0.9149874726233082,0.7059505671996402
2025-07-01,0.8159169057729023,0.9143824614321824,0.7052994342377913
2025-07-02,0.8167505697480412,0.9146959600567598,0.7052725047302185
2025-07-03,0.8146965045900272,0.9133778088475578,0.7037006252305614
2025-07-04,0.8145118676834652,0.9132031629510471,0.7037592331269117
2025-07-07,0.8172349133189504,0.9163720164626089,0.7069125566933913
2025-07-08,0.8130172456595314,0.9121458421124334,0.7029873124680626
2025-07-09,0.8128128454463285,0.9117925214671551,0.7027004544920589
2025-07-10,0.812440188848929,0.9118369181861198,0.7028528299471164
2025-07-11,0.8156257554806415,0.9175869851117783,0.707181179962112
2025-07-14,0.8169745590723987,0.9191388702651323,0.7083639710598219
2025-07-15,0.819389691966506,0.9221121611109667,0.7107994267751067
2025-07-16,0.8209917447273222,0.9242421442829051,0.7126210200145799
2025-07-17,0.8218296017140359,0.9248445300520747,0.7132895139112763
2025-07-18,0.817493189948996,0.9201598524834433,0.7076000266159655
2025-07-21,0.8174864309221479,0.9199151767595892,0.7071174233554718
2025-07-22,0.8175650673594489,0.9198547467434834,0.7071792434499553
2025-07-23,0.8166137012422349,0.9186643140730887,0.7066270097795746
2025-07-24,0.814181094062674,0.9157612950313738,0.7041665881785585
2025-07-25,0.8147514468099758,0.9161106481336403,0.7050023142043609
2025-07-28,0.8133481108079977,0.9145376640451739,0.7036399870971171
2025-07-29,0.8147364025433032,0.9162181181799169,0.7047314726303664
2025-07-30,0.8097928492032895,0.9136342572786762,0.7012118170044712
2025-07-31,0.8124362603076702,0.9154479883238005,0.7041071342084545
2025-08-01,0.8030643449377459,0.9055907842584847,0.6954125264182199
2025-08-04,0.8002213086107942,0.8977974836737237,0.6997227028797489
2025-08-05,0.8017648545972345,0.8988981313193251,0.701006306376746
2025-08-06,0.8016990368874836,0.8980584976901007,0.6999965750185085
2025-08-07,0.8043697296894916,0.9016556639729073,0.7024721308750966
2025-08-08,0.7971483093174374,0.8934260875427328,0.6957083868680801
2025-08-11,0.7972738865007624,0.8935988674503665,0.6958288005628921
2025-08-12,0.796104878094647,0.8916055118766196,0.6941058301378819
2025-08-13,0.797007679660447,0.8930579807461249,0.6952512424546401
2025-08-14,0.7968304322975603,0.892869515122236,0.6952333822972249
2025-08-15,0.7982803372095378,0.8936003032018773,0.696207300239559
2025-08-18,0.797001255431615,0.8934972235097854,0.6947154054319683
2025-08-19,0.7962248462995097,0.8920212284714747,0.6936617010088051
2025-08-20,0.7963937674407446,0.8922722891721837,0.6938619521797197
2025-08-21,0.7958631438914915,0.8911051699715355,0.6930457832834107
2025-08-22,0.7981516240038745,0.8937333861760387,0.696084051861173
2025-08-25,0.7972558888921457,0.8931335787834486,0.6952023915595642
2025-08-26,0.7980972153599081,0.8939640345505433,0.6958843474433837
2025-08-27,0.7985360917917906,0.8944838981849937,0.6962096538210956
2025-08-28,0.798318825512217,0.894204562483736,0.6960710202797689
2025-08-29,0.7979083988724556,0.893847326051157,0.6958682388449802
2025-09-01,0.7978682308580637,0.8936840761803972,0.695929353789773
2025-09-02,0.8007907452666261,0.8968864858206942,0.6984294566864074
2025-09-03,0.794733070350602,0.8881533619498472,0.692081552203862
2025-09-04,0.796153666768843,0.8899180458517073,0.6935953074972114
2025-09-05,0.796883721434826,0.8898987799428915,0.6935281886278337
2025-09-08,0.7940147878221014,0.886549118278046,0.6906078810000663
2025-09-09,0.7935378095205422,0.8860061545078594,0.6900056532138311
2025-09-10,0.7912022179195815,0.8833531797570877,0.6881017676312249
2025-09-11,0.7902341426609593,0.8812628849395744,0.6884520978249821
2025-09-12,0.7904375506894343,0.8814971838916823,0.6885058654647054
2025-09-15,0.791960103028487,0.8833160759546038,0.6896152864449167
2025-09-16,0.7917016059941998,0.8831086271208178,0.6895277362076495
2025-09-17,0.7909959499423787,0.8822158749518697,0.6883785089412737
2025-09-18,0.7940492973620568,0.8842981018792696,0.6923321777874221
2025-09-19,0.7930651135761974,0.8832542479011717,0.6913401596456124
2025-09-22,0.7926189054541553,0.8828413870453864,0.6910374607702001
2025-09-23,0.7935047202323295,0.8842049466901516,0.6915044250340051
2025-09-24,0.800365278779948,0.890796667763288,0.6984985543266795
2025-09-25,0.8215524035604146,0.9141909125165137,0.7200319658033217
2025-09-26,0.8215849615376439,0.9154044740365924,0.7193378704581634
2025-09-29,0.8236300455643585,0.918320346315888,0.7221799765555683
2025-09-30,0.8248772502656265,0.9204991406835927,0.7234610318628133
2025-10-01,0.8320188907995966,0.9295389992263853,0.7294298188477928
2025-10-02,0.8376443371229629,0.9350699083779552,0.7333665501113379
2025-10-03,0.8364684948729078,0.9339623815071092,0.7323460865618597
2025-10-06,0.8388717356186874,0.9360691902681612,0.7349974147142935
2025-10-07,0.8539643462022246,0.9534303111002669,0.746795970080759
2025-10-08,0.8544472208553416,0.9545190788529402,0.7468879282884289
2025-10-09,0.8570312635488333,0.956931245838177,0.7491915229387418
2025-10-10,0.853619961875394,0.9530298943571415,0.7467470562375332
2025-10-13,0.8576733542833082,0.9573967132885544,0.7500898691501011
2025-10-14,0.8556764451025589,0.9558855167514976,0.7471087191444751
2025-10-15,0.8506955738791918,0.949761212580501,0.74184072731047
2025-10-16,0.8513065288070438,0.9507262118941292,0.743071565624308
2025-10-17,0.851120858514157,0.9503119242559998,0.7408643578542232
2025-10-20,0.8533378876822211,0.9532238612987688,0.7421592646491552
2025-10-21,0.8488159985739971,0.949646837784322,0.7392379805622212
2025-10-22,0.8523332103364407,0.9520953784932642,0.7428655742186719
2025-10-23,0.8506815615682531,0.9501082460985508,0.7409386870774464
2025-10-27,0.8532166266133421,0.9537600870214601,0.7435504680303654
2025-10-28,0.8531282431743147,0.9536029524742999,0.7434403465638644
2025-10-29,0.8512773460179118,0.95069727801687,0.7413185345317455
2025-10-30,0.8519037872273797,0.9514170429634329,0.7419749106767236
2025-10-31,0.8516614626438911,0.9510253765632065,0.7416670410669979
2025-11-03,0.8496736309435972,0.9485944599161104,0.7396603077810147
2025-11-04,0.8470728981937368,0.944816959916976,0.7373959683706279
2025-11-05,0.8501049623104792,0.9484224066797424,0.7399083909309968
2025-11-06,0.8606856093714284,0.9611061500736189,0.7500720016474184
2025-11-07,0.8922406564067499,0.9911745764915206,0.7787231931376233
2025-11-10,0.8963968710227712,0.9948836761941943,0.7820727550106679
2025-11-11,0.8933499152136326,0.9925216946148913,0.7787704889192164
2025-11-12,0.8951091960150371,0.9957957312995892,0.7799438414566225
2025-11-13,0.8927772280483468,0.9939266150577489,0.7771836192143523
2025-11-14,0.8945871772817762,0.9960327552420121,0.7771927039991001
2025-11-17,0.8958133242371458,0.997412779853239,0.7794944475093984
2025-11-18,0.9024388120157496,1.0046430470341832,0.7848077205532038
2025-11-19,0.8996354884061866,1.0030229783275537,0.7826417468323735
2025-11-20,0.9022724156496417,1.0061769692084142,0.7856604155879793
2025-11-21,0.9087394861975525,1.0134094405897152,0.7915171361265292
2025-11-24,0.9082282173547156,1.0122592663037642,0.7896863712039812
2025-11-25,0.9087186227957013,1.0128830572977592,0.7903435648377325
2025-11-26,0.9038360917460491,1.00867685726229,0.7842229716932554
2025-11-27,0.9061254444051604,1.0116654684061646,0.7866602062204817
2025-11-28,0.9057683599869251,1.0113929941820294,0.7862939544497406
2025-12-01,0.9055636069331513,1.0112032938790725,0.7853683899801863
2025-12-02,0.9053379220369433,1.0109909755344386,0.7850408452113311
2025-12-03,0.9086052125906973,1.014305468929273,0.7879764447918998
2025-12-04,0.911401671036847,1.0173897563701209,0.7915134310315887
2025-12-05,0.913209846293955,1.019181915534391,0.7931025710407293
2025-12-08,0.9144455006555621,1.0208477786517505,0.7952563278602964
2025-12-09,0.9201038623947898,1.0265370762541153,0.800341648329922
2025-12-10,0.9244560826319469,1.030431086730434,0.8056184966980772
2025-12-11,0.9220355277572004,1.028384572558624,0.8030949131487707
2025-12-12,0.9210056713515834,1.0271270435822661,0.8019592070819018
2025-12-15,0.9218466945863057,1.0284215605293006,0.8021199279444835
2025-12-16,0.921609314953453,1.0287383185194374,0.8024140867176444
2025-12-17,0.921794092631165,1.0288265380450021,0.8024493428197975
2025-12-18,0.9272372674739594,1.034728740678323,0.8067028671713016
2025-12-19,0.9116816319939771,1.019122205700159,0.7912710290294869
2025-12-22,0.9103328080254554,1.017051858559875,0.7897321453453704
2025-12-23,0.9089605178339797,1.0139006290272083,0.7888064188996431
2025-12-24,0.9088699994960404,1.013597772949805,0.788776071396962
2025-12-29,0.9059969959444871,1.0101210795083906,0.7855297907035799
2025-12-30,0.905788996691884,1.0098993983369506,0.7853053448686204
2025-12-31,0.9056927687441735,1.0096391470416686,0.7856104432878607
2026-01-02,0.9010415968237176,1.0042378321186451,0.7812632973208516
2026-01-05,0.9012422737683391,1.004900139304059,0.7819127149813379
2026-01-06,0.9005300543019907,1.004274943424331,0.7820151793570239
2026-01-07,0.9004902096619293,1.0042666700510927,0.7819606577218964
2026-01-08,0.9001538461359304,1.0042733552211742,0.7818829843613824
2026-01-09,0.9001793253010386,1.0044761963566962,0.7821292874517358
2026-01-12,0.9021828701186746,1.0071587879695347,0.7837645963832576
2026-01-13,0.8988298181487945,1.0038151799261195,0.7810064899995305
2026-01-14,0.8978536932501368,1.0025416112856134,0.7803421213305382
2026-01-15,0.897227733657461,1.0015684570094139,0.7797174494207125
2026-01-16,0.8923885354477468,0.996524716388268,0.7751393913694238
2026-01-19,0.892691172434362,0.9969335773358785,0.775405423331499
2026-01-20,0.8986649728065098,1.0031718907748743,0.7806898657192789
2026-01-21,0.8957128601987567,1.0005645755580304,0.77795300346369
2026-01-22,0.8927557788213628,0.9976912729872766,0.7741911041248153
2026-01-23,0.895928950252729,1.000469261402103,0.7785244206984548
2026-01-27,0.8955813917300498,0.9983849608969395,0.7804597171605507
2026-01-28,0.8958359073786267,0.9982364446205544,0.7811755876621309
2026-01-29,0.8953684507334472,0.9977392880094332,0.7804049207843025
2026-01-30,0.8863278992371248,0.9871224525113805,0.7745132262691676
2026-02-02,0.8966669764930147,0.9967761107369337,0.7875095744820203
2026-02-03,0.8829984039024076,0.9827333179232532,0.7754812943942708
2026-02-04,0.8808496327160554,0.9800162820859283,0.7731015350912731
2026-02-05,0.8804836793343463,0.9792231140664536,0.7735639062423416
2026-02-06,0.8864135985546221,0.9848999180852865,0.7780434134568374
2026-02-09,0.9010828629867321,0.9992574051001814,0.7913904258688196
2026-02-10,0.9000331485080393,0.9981263015736166,0.7904811471140889
2026-02-11,0.8927017959658707,0.9883684409084732,0.7836113859060023
2026-02-12,0.8927032054636459,0.9883522924443058,0.7833932636736832
2026-02-13,0.8951602657561772,0.9913039094854675,0.7853548098416671
2026-02-16,0.8944246199592208,0.9902248259362703,0.7841668146295282
2026-02-17,0.8943177884822264,0.9900010574319287,0.783994445947983
2026-02-18,0.8944113975636553,0.9900903669640267,0.7842998279179628
2026-02-19,0.8904327227242819,0.9864241973174536,0.7816634330736337
2026-02-20,0.8896007805183691,0.9857582136391473,0.7812188044110364
2026-02-23,0.8919487271016427,0.9882458057225301,0.7832197481331801
2026-02-24,0.8923890470258317,0.9885184953704493,0.7836029554439358
2026-02-25,0.8895906376774748,0.9855036554714919,0.7801580214090167
2026-02-26,0.8893429684256335,0.9853046450193139,0.7799060236447034
2026-02-27,0.8869835449714096,0.9827457740632961,0.7772547448154682
2026-03-02,0.8785379899611284,0.9753690171907174,0.7699041829199482
2026-03-03,0.8686768339150277,0.9607652176207417,0.759599207282805
2026-03-04,0.8753006168186955,0.9652742106740515,0.7649356091623858
2026-03-05,0.8806182993071678,0.9724332890295269,0.7692862277921656
2026-03-06,0.8825210209511756,0.9740722370458476,0.7709306884116355
2026-03-09,0.8973305364037979,0.988635100974671,0.7859626336929465
2026-03-10,0.907393403261857,0.9998800453423987,0.7959497767879381
2026-03-11,0.9054100626140767,0.9969563361061574,0.7943532372145031
2026-03-12,0.9009846571950036,0.9907436165922807,0.7901909466674658
2026-03-13,0.9031583239003185,0.9923297747876149,0.7924091604731833
2026-03-16,0.8995314795278075,0.9897615726669168,0.7894256958870269
2026-03-17,0.9018115887680858,0.9918416811180519,0.791747857831554
2026-03-18,0.9014104095869613,0.9913427654707315,0.7914720488026652
2026-03-19,0.9096234231581297,0.9988238241960363,0.7983310283772023
2026-03-20,0.9070005236796477,0.9953979214220707,0.7961385231052339
2026-03-23,0.9112690471219741,0.9992466845364866,0.8018763595488553
2026-03-24,0.9110976077582532,0.9993097457797522,0.80190081968954
2026-03-25,0.913006608374156,0.9997174856086823,0.8026711398208027
2026-03-26,0.9131675741055074,0.9995036771270903,0.8032695812608918
2026-03-27,0.9153456648542775,1.0018799575724235,0.8054236961226935
2026-03-30,0.9183128461355905,1.005886327380548,0.808589068307785
2026-03-31,0.914393019557833,0.9995636598500076,0.8067018132008347
2026-04-01,0.9245194259347469,1.0092496196587055,0.8174422131209582
2026-04-02,0.9226645949285632,1.0068004552289893,0.8151260065069078
2026-04-07,0.9184176645302983,1.0012228389784408,0.81069669377175
2026-04-08,1.0173032577519845,1.0957556012750074,0.9052044103444458
2026-04-09,0.9115837737122762,0.9708783909717104,0.7843378635897473
2026-04-10,0.9071347096908273,0.9643316048512477,0.7811729005111776
2026-04-13,0.9211192925046298,0.9810255522907942,0.7933616924091511
2026-04-14,0.820943510481237,0.8452396148321908,0.6937031396620899
2026-04-15,0.821599251290717,0.8460787925623782,0.693978254253432
2026-04-16,0.8154928366394842,0.8408845891098561,0.689895387954941
2026-04-17,0.816483863621575,0.8419349482249684,0.6911807202272294
2026-04-20,0.8164896775238841,0.8421585257206056,0.6911070494018682
2026-04-21,0.8134744410718666,0.8394034376072615,0.687729622094952
2026-04-22,0.8155266111271973,0.8392434714124372,0.6895915923559993
2026-04-23,0.8137206593781955,0.8311709235982847,0.6897790639851372
2026-04-24,0.8166899727568236,0.8347316526738744,0.6929750378183626
2026-04-27,0.8147995011535094,0.8312056357933733,0.6903497046144303
2026-04-28,0.8113009267976962,0.8267515787168713,0.6868289536392425
2026-04-29,0.8185502988038837,0.834801627758338,0.6944880848014661
2026-04-30,0.8139431384911593,0.829879792779585,0.6896672055138677
2026-05-01,0.8331851138698473,0.8515853448481001,0.7086633825125744
2026-05-04,0.8339919287403805,0.8527172038130565,0.7095902965117612
2026-05-05,0.8346332791432278,0.8535410510454875,0.7098695415908857
2026-05-06,0.8327311789364933,0.8500163445603225,0.707840024113743
2026-05-07,0.8352712186029732,0.8528892178779411,0.7099656834171661
2026-05-08,0.8408402010726664,0.8577897746500202,0.7150931114569827
2026-05-11,0.8397328627783344,0.8562324451318506,0.7139803471384423
2026-05-12,0.8518689186903242,0.866355729333126,0.7244153852471553
2026-05-13,0.8511829193835411,0.8655664152205749,0.7237593004235349
2026-05-14,0.848731979830825,0.8625921384921759,0.7209110412682282
2026-05-15,0.8463414788028779,0.8597601945239226,0.7200831067500859
2026-05-18,0.8556971139072392,0.86867263581278,0.7278274128729844
2026-05-19,0.8550985906018466,0.8680777747877636,0.727303106627809
2026-05-20,0.8606039917419374,0.8732475573796539,0.7321319715920026
2026-05-21,0.8659154421619106,0.8774934310417825,0.7364176087296738
2026-05-22,0.8728124966000324,0.8853725014505525,0.7435757097454682
2026-05-25,0.8746106625652549,0.8872983989823794,0.7450485702083731
2026-05-26,0.8714845135868734,0.8841353853310386,0.7421509123019203
2026-05-27,0.871510627248491,0.8844814744992373,0.7419354120064442
2026-05-28,0.8751152621436099,0.8856475112896008,0.7441679360768029
2026-05-29,0.8765250212231583,0.8845379616084332,0.74373748061672
2026-06-01,0.8797111310927052,0.8879939937018704,0.7466300945864595
2026-06-02,0.8766241355584234,0.8848199987934965,0.7437046899501683
2026-06-03,0.8793092034074038,0.8873112018759256,0.7469788153236924
2026-06-04,0.8836132212599366,0.8896553512476049,0.7491264966659368
2026-06-05,0.865256939640919,0.8733545517143586,0.7366794915755962
2026-06-09,0.869116855150381,0.8780377147131058,0.7413794830116965
2026-06-10,0.8690933729866621,0.8786526019200307,0.7418737291810747
2026-06-11,0.8633852159008317,0.8726122560585401,0.7364133934334306
2026-06-12,0.8750081351811286,0.8829014153617739,0.7457591296642028
2026-06-15,0.8828266288179847,0.8895835413426708,0.752055691597435
2026-06-16,0.8845997261725878,0.8914401836055642,0.7531928822148981
2026-06-17,0.8840705755569841,0.8912169902929797,0.7530874652996615
2026-06-18,0.8935905545184554,0.899871493020471,0.7613862285091422
2026-06-19,0.8942288734876512,0.8999214171390486,0.7616545666486232
2026-06-22,0.8938542100648295,0.899463646430969,0.7612010683025981
2026-06-23,0.8921808853682999,0.8974026013036299,0.7595490612160642
2026-06-24,0.8929415239678956,0.8981686346533065,0.7593861558794693
2026-06-25,0.892963774937882,0.8980446643498438,0.7594138507051839
2026-06-26,0.8938033229919052,0.9001067056681187,0.760709090800789
2026-06-29,0.8949715649065219,0.9012598961448139,0.7624040809915034
2026-06-30,0.8952398886935818,0.9011190622963654,0.7626037022464224
2026-07-01,,,
2026-07-02,,,
